customer_id,age,gender,signup_date,tenure_days,recency_days,frequency,monetary,avg_order_value,num_categories_purchased,num_returns,return_rate,support_tickets,avg_satisfaction_score,email_open_rate,discount_usage_rate,preferred_channel,loyalty_member,churned
CUST-100488,61,Male,2025-09-14,290,7,19,571.03,32.6,2,5,0.263,1,3.1,0.482,0.305,Mobile App,1,0
CUST-100489,52,Female,2025-10-18,256,76,14,930.91,74.79,3,3,0.214,4,1.8,0.494,0.485,Mobile App,1,0
CUST-100490,71,Female,2021-08-29,1767,48,9,442.24,52.93,1,2,0.222,3,3.8,0.561,0.216,Mobile App,0,0
CUST-100491,67,Male,2023-06-02,1125,143,8,177.79,20.27,2,1,0.125,1,3.4,0.577,0.279,Website,1,0
CUST-100492,60,Male,2024-10-26,613,11,13,1066.57,87.63,3,2,0.154,1,2.9,1.0,0.096,Mobile App,0,0
CUST-100493,52,Male,2024-07-21,710,10,8,281.21,31.32,2,3,0.375,0,4.0,0.714,0.304,Mobile App,0,0
CUST-100494,34,Female,2024-11-24,584,9,13,393.57,32.78,4,6,0.462,3,2.8,0.401,0.593,Mobile App,0,0
CUST-100495,41,Male,2022-02-03,1609,100,5,217.47,43.6,6,2,0.4,1,2.9,0.449,0.555,Mobile App,1,0
CUST-100496,24,Male,2023-02-11,1236,57,3,168.91,62.54,2,2,0.667,1,2.4,0.269,0.509,Mobile App,1,0
CUST-100497,39,Male,2021-09-03,1762,58,9,450.84,58.58,2,2,0.222,2,3.7,0.556,0.295,Website,0,0
CUST-100498,70,Female,2024-10-15,624,65,7,744.38,102.48,1,1,0.143,1,2.4,0.372,0.382,Mobile App,0,0
CUST-100499,42,Male,2023-11-14,960,14,13,706.42,57.12,10,6,0.462,2,3.2,0.367,0.363,Website,0,0
CUST-100500,24,Male,2025-10-05,269,45,13,292.17,23.57,4,1,0.077,1,4.1,0.827,0.249,Mobile App,1,0
CUST-100501,55,Male,2021-03-06,1943,5,13,371.24,29.37,2,3,0.231,0,3.2,0.495,0.208,Mobile App,0,0
CUST-100502,72,Female,2023-08-28,1038,35,7,172.22,22.71,2,3,0.429,4,2.5,0.714,0.57,Mobile App,0,0
CUST-100503,67,Female,2023-06-08,1119,12,19,415.38,22.54,3,0,0.0,2,3.9,0.755,0.035,Mobile App,0,0
CUST-100504,33,Male,2024-03-09,844,63,14,504.25,41.12,3,3,0.214,7,1.2,0.372,0.574,Mobile App,0,0
CUST-100505,43,Male,2024-12-15,563,5,9,709.43,84.43,1,2,0.222,2,3.3,0.57,0.0,Mobile App,0,0
CUST-100506,48,Male,2021-04-20,1898,45,13,701.81,52.78,1,1,0.077,0,2.5,0.49,0.301,Website,1,0
CUST-100507,32,Female,2023-10-12,993,18,3,219.6,63.76,1,3,1.0,4,1.2,0.126,0.463,Mobile App,0,1
CUST-100508,33,Female,2022-10-11,1359,58,9,595.99,74.16,4,2,0.222,2,2.4,0.318,0.484,Website,0,0
CUST-100509,31,Male,2026-03-20,103,64,12,994.73,87.53,5,2,0.167,3,2.3,0.593,0.239,Mobile App,1,0
CUST-100510,74,Female,2024-12-05,573,10,16,548.5,34.43,5,3,0.188,2,4.3,0.998,0.328,Website,0,0
CUST-100511,60,Female,2022-01-30,1613,37,6,554.3,81.51,1,3,0.5,2,1.7,0.238,0.426,Mobile App,0,0
CUST-100512,65,Male,2025-12-10,203,26,6,402.7,76.05,1,2,0.333,4,1.2,0.0,0.396,Mobile App,1,1
CUST-100513,64,Male,2025-11-14,229,13,18,789.15,40.29,2,3,0.167,2,3.4,0.477,0.12,Mobile App,0,0
CUST-100514,72,Male,2022-01-18,1625,2,21,747.87,33.38,4,2,0.095,0,5.0,1.0,0.0,In-Store,0,0
CUST-100515,24,Female,2024-10-01,638,18,8,345.35,45.83,7,1,0.125,1,3.9,0.429,0.316,Website,1,0
CUST-100516,68,Female,2024-12-09,569,120,5,546.2,100.95,1,1,0.2,0,2.8,0.113,0.583,Mobile App,0,0
CUST-100517,21,Male,2023-05-15,1143,21,8,709.67,86.76,2,2,0.25,1,3.7,0.462,0.145,Mobile App,0,0
CUST-100518,45,Female,2025-05-14,413,50,5,180.78,40.11,1,3,0.6,2,2.7,0.24,0.292,Website,0,0
CUST-100519,51,Female,2026-03-09,114,51,17,1316.64,82.77,7,2,0.118,1,2.4,0.716,0.07,Website,1,0
CUST-100520,38,Female,2026-05-24,38,14,0,0.0,68.95,4,2,0.0,2,3.9,0.855,0.097,Mobile App,1,0
CUST-100521,26,Male,2025-12-27,186,72,8,475.73,62.8,6,2,0.25,2,2.5,0.482,0.417,Mobile App,0,0
CUST-100522,28,Male,2025-07-24,342,1,12,1246.81,96.75,2,2,0.167,0,5.0,1.0,0.057,Mobile App,1,0
CUST-100523,65,Male,2022-08-30,1401,211,15,914.67,58.18,2,4,0.267,1,2.1,0.302,0.422,Mobile App,0,1
CUST-100524,36,Male,2024-10-23,616,13,18,1009.44,51.17,2,1,0.056,0,3.1,0.651,0.268,Mobile App,1,0
CUST-100525,35,Female,2026-01-11,171,143,15,283.36,18.83,3,2,0.133,4,1.4,0.692,0.21,Mobile App,0,0
CUST-100526,70,Female,2026-05-04,58,59,0,0.0,73.84,2,1,0.0,6,2.0,0.236,0.172,Mobile App,1,1
CUST-100527,26,Female,2023-11-05,969,13,9,251.28,32.08,2,4,0.444,2,2.4,0.362,0.319,Website,0,0
CUST-100528,70,Female,2021-11-19,1685,41,2,64.73,29.74,2,4,1.0,1,2.1,0.289,0.663,Mobile App,1,1
CUST-100529,70,Female,2024-08-03,697,1,6,272.41,52.04,1,2,0.333,1,1.1,0.0,0.578,Mobile App,0,0
CUST-100530,52,Female,2026-01-27,155,27,15,415.3,29.44,7,0,0.0,2,4.5,0.65,0.197,In-Store,1,0
CUST-100531,27,Female,2025-03-09,479,32,24,1527.84,60.59,6,5,0.208,1,4.0,0.874,0.286,Mobile App,1,0
CUST-100532,26,Male,2023-09-22,1013,6,11,658.88,55.5,6,1,0.091,4,2.2,0.338,0.4,Mobile App,1,0
CUST-100533,34,Male,2025-05-26,401,19,14,647.29,53.11,4,3,0.214,2,2.4,0.341,0.35,Mobile App,0,0
CUST-100534,50,Female,2021-02-20,1957,33,16,757.12,45.84,7,1,0.062,1,3.9,0.523,0.065,Mobile App,1,0
CUST-100535,26,Female,2022-04-20,1533,27,4,259.04,72.67,1,6,1.0,3,1.5,0.155,0.72,Mobile App,0,1
CUST-100536,43,Male,2024-07-23,708,19,3,196.19,60.71,1,2,0.667,4,1.0,0.042,0.502,Mobile App,1,0
CUST-100537,24,Male,2021-04-14,1904,13,8,514.72,60.19,4,2,0.25,2,3.3,0.599,0.228,Mobile App,0,0
CUST-100538,48,Male,2024-08-30,670,8,9,324.61,33.57,4,3,0.333,0,2.7,0.396,0.366,Website,1,0
CUST-100539,19,Female,2025-08-29,306,27,15,624.47,47.9,5,3,0.2,2,3.7,0.572,0.399,Website,1,0
CUST-100540,58,Male,2021-05-10,1878,25,13,440.75,33.31,1,2,0.154,3,3.9,0.505,0.412,Mobile App,0,0
CUST-100541,21,Female,2021-03-29,1920,84,6,263.06,47.54,1,0,0.0,1,1.7,0.343,0.239,Website,1,0
CUST-100542,29,Female,2024-09-24,645,32,14,499.45,35.72,2,1,0.071,1,3.8,0.671,0.283,Website,0,0
CUST-100543,27,Female,2023-03-18,1201,7,13,700.56,46.99,2,1,0.077,0,3.4,0.54,0.495,Mobile App,0,0
CUST-100544,65,Female,2025-06-25,371,22,18,756.43,47.91,8,0,0.0,0,2.6,0.648,0.279,Mobile App,0,0
CUST-100545,21,Female,2022-12-15,1294,56,10,483.16,46.99,5,5,0.5,0,2.1,0.566,0.318,Mobile App,1,0
CUST-100546,42,Female,2022-09-11,1389,240,6,396.57,73.48,1,4,0.667,2,2.7,0.29,0.122,Website,1,1
CUST-100547,51,Male,2022-08-03,1428,1,4,259.66,64.72,4,3,0.75,1,2.4,0.271,0.679,Website,1,0
CUST-100548,47,Female,2023-05-08,1150,17,16,422.47,26.24,3,3,0.188,3,4.7,0.713,0.009,Website,0,0
CUST-100549,56,Female,2022-08-14,1417,16,5,220.02,44.59,1,3,0.6,2,2.0,0.436,0.108,Website,0,0
CUST-100550,63,Female,2023-06-04,1123,10,11,608.11,53.06,7,1,0.091,3,3.1,0.345,0.03,Mobile App,0,0
CUST-100551,40,Female,2021-12-29,1645,27,11,439.89,35.01,2,3,0.273,1,3.4,0.384,0.141,Mobile App,0,0
CUST-100552,65,Female,2025-06-13,383,23,13,788.13,55.54,5,3,0.231,0,2.4,0.619,0.308,Mobile App,0,0
CUST-100553,36,Female,2023-10-23,982,35,20,840.65,36.95,11,0,0.0,0,4.1,0.831,0.325,Mobile App,0,0
CUST-100554,74,Female,2024-03-03,850,14,9,403.34,49.42,5,2,0.222,1,2.9,0.414,0.383,In-Store,0,0
CUST-100555,46,Male,2023-07-17,1080,10,9,327.62,31.71,8,1,0.111,0,2.7,0.377,0.68,Mobile App,0,0
CUST-100556,59,Male,2025-08-26,309,27,6,264.73,46.86,1,0,0.0,0,3.2,0.681,0.153,Website,1,0
CUST-100557,67,Male,2024-09-02,667,7,4,225.45,65.52,1,2,0.5,0,3.0,0.068,0.377,Mobile App,1,0
CUST-100558,63,Male,2021-04-09,1909,37,14,960.43,69.94,3,2,0.143,0,4.0,1.0,0.0,Website,1,0
CUST-100559,66,Male,2025-11-06,237,58,7,322.57,49.88,1,0,0.0,2,4.1,0.374,0.199,Website,0,0
CUST-100560,48,Other,2022-12-28,1281,130,9,1192.3,122.82,6,2,0.222,1,2.6,0.186,0.114,Mobile App,0,1
CUST-100561,20,Male,2022-10-31,1339,5,12,611.65,58.18,4,4,0.333,1,3.0,0.6,0.121,Website,1,0
CUST-100562,46,Male,2023-11-10,964,19,11,791.8,70.96,6,1,0.091,1,3.3,0.75,0.246,Mobile App,1,0
CUST-100563,28,Male,2026-03-27,96,68,2,167.26,89.27,2,1,0.5,5,1.0,0.058,0.257,Website,0,1
CUST-100564,68,Male,2026-03-26,97,134,6,193.17,35.3,1,0,0.0,6,2.4,0.042,0.303,Mobile App,0,1
CUST-100565,31,Female,2024-12-05,573,46,5,362.79,65.21,2,5,1.0,3,2.8,0.216,0.144,Website,1,0
CUST-100566,30,Female,2025-11-12,231,20,15,832.6,55.25,2,2,0.133,1,3.0,0.443,0.393,Website,0,0
CUST-100567,32,Female,2025-11-28,215,20,8,503.0,66.35,4,1,0.125,0,3.3,0.733,0.463,Mobile App,0,0
CUST-100568,54,Female,2025-07-21,345,7,11,929.03,78.65,3,3,0.273,2,2.3,0.222,0.42,Website,1,1
CUST-100569,50,Male,2025-05-22,405,150,2,72.15,32.62,2,4,1.0,1,1.0,0.078,0.618,In-Store,0,1
CUST-100570,72,Female,2021-11-23,1681,28,7,826.85,120.21,1,1,0.143,5,2.1,0.243,0.225,Mobile App,0,0
CUST-100571,41,Male,2022-12-21,1288,37,3,138.3,50.96,1,4,1.0,8,1.6,0.04,0.749,Mobile App,0,1
CUST-100572,34,Male,2026-04-03,89,5,5,244.47,42.58,5,1,0.2,6,2.6,0.194,0.323,Mobile App,0,0
CUST-100573,20,Male,2023-01-10,1268,45,20,321.59,16.79,3,3,0.15,1,3.8,0.717,0.248,Website,1,0
CUST-100574,18,Female,2025-09-05,299,25,14,1101.84,86.33,1,3,0.214,0,4.7,0.724,0.187,Website,0,0
CUST-100575,39,Female,2024-02-23,859,117,14,937.38,76.0,9,2,0.143,1,4.7,0.718,0.0,Website,0,0
CUST-100576,70,Male,2026-03-19,104,18,9,361.85,45.32,4,2,0.222,1,3.4,0.601,0.045,Mobile App,0,0
CUST-100577,47,Male,2025-12-06,207,74,7,164.16,20.7,3,2,0.286,2,1.3,0.189,0.462,In-Store,0,1
CUST-100578,68,Other,2025-09-13,291,74,22,1296.79,51.98,4,4,0.182,0,4.5,0.941,0.0,Mobile App,0,0
CUST-100579,23,Male,2024-01-30,883,1,12,300.47,24.98,3,4,0.333,1,2.9,0.798,0.322,Website,0,0
CUST-100580,23,Male,2023-12-02,942,1,8,693.64,81.98,2,2,0.25,6,2.0,0.352,0.18,Website,0,0
CUST-100581,65,Female,2024-07-07,724,3,15,736.42,44.64,5,1,0.067,0,4.0,0.81,0.247,Mobile App,0,0
CUST-100582,24,Female,2023-01-27,1251,54,10,319.01,31.36,6,0,0.0,4,3.5,0.398,0.09,Mobile App,0,0
CUST-100583,20,Female,2022-07-13,1449,25,9,531.7,56.26,3,0,0.0,1,2.9,0.29,0.45,In-Store,0,0
CUST-100584,41,Male,2022-06-27,1465,22,7,480.75,60.24,1,1,0.143,3,3.1,0.565,0.416,Mobile App,0,0
CUST-100585,70,Male,2023-04-18,1170,9,17,976.67,63.71,3,5,0.294,0,2.4,0.406,0.161,Website,0,0
CUST-100586,57,Female,2023-06-23,1104,85,14,402.82,32.27,5,2,0.143,0,4.6,0.856,0.13,Mobile App,1,0
CUST-100587,23,Male,2023-10-07,998,90,20,1685.52,78.33,4,0,0.0,0,3.9,0.785,0.311,Website,1,0
CUST-100588,65,Female,2025-02-18,498,73,21,1005.99,45.15,10,1,0.048,1,4.4,0.668,0.004,Mobile App,1,0
CUST-100589,66,Female,2023-10-16,989,34,16,267.24,18.44,1,1,0.062,2,3.4,0.676,0.142,Website,1,0
CUST-100590,63,Female,2026-05-13,49,6,0,0.0,47.68,3,0,0.0,0,4.3,0.661,0.404,Mobile App,0,0
CUST-100591,69,Female,2021-03-16,1933,70,11,550.15,47.38,2,2,0.182,3,4.0,0.41,0.395,Mobile App,0,0
CUST-100592,31,Male,2024-06-02,759,36,16,750.25,46.97,2,3,0.188,0,2.5,0.467,0.305,Website,0,0
CUST-100593,73,Female,2022-05-04,1519,33,8,508.13,56.81,3,2,0.25,2,1.9,0.471,0.168,Website,0,0
CUST-100594,36,Male,2021-04-04,1914,28,21,2476.36,107.09,3,3,0.143,0,2.7,0.648,0.375,Website,1,0
CUST-100595,63,Male,2023-09-26,1009,5,10,481.63,48.35,3,5,0.5,3,3.0,0.344,0.136,Mobile App,1,0
CUST-100596,51,Female,2021-10-08,1727,14,9,483.77,51.19,5,4,0.444,3,2.6,0.517,0.648,Mobile App,1,0
CUST-100597,62,Female,2023-10-31,974,12,13,519.06,38.28,3,2,0.154,5,1.7,0.372,0.211,Website,0,0
CUST-100598,53,Male,2025-09-14,290,11,13,550.95,48.29,5,1,0.077,2,3.2,0.298,0.059,Website,1,0
CUST-100599,54,Female,2026-04-10,82,5,15,944.29,64.39,4,3,0.2,1,4.3,0.859,0.198,Website,1,0
CUST-100600,53,Male,2025-09-07,297,3,2,127.89,65.12,1,4,1.0,4,1.5,0.0,0.601,Mobile App,1,0
CUST-100601,62,Female,2021-05-02,1886,4,21,2178.77,92.7,8,3,0.143,1,3.8,0.786,0.0,Website,0,0
CUST-100602,60,Male,2023-11-09,965,2,17,381.38,20.11,4,0,0.0,0,4.5,1.0,0.299,Website,0,0
CUST-100603,25,Male,2024-09-11,658,40,11,707.5,74.16,5,4,0.364,0,3.2,0.557,0.298,Mobile App,1,0
CUST-100604,65,Female,2024-01-05,908,27,10,759.68,68.84,6,1,0.1,0,4.2,0.638,0.105,Mobile App,1,0
CUST-100605,48,Female,2025-01-13,534,90,14,341.33,23.59,6,3,0.214,1,3.7,0.689,0.285,Mobile App,1,0
CUST-100606,36,Male,2021-09-21,1744,32,5,391.96,91.7,6,3,0.6,0,1.9,0.636,0.501,In-Store,0,0
CUST-100607,47,Female,2021-01-10,1998,14,15,372.25,25.73,5,2,0.133,7,2.3,0.178,0.655,Website,0,0
CUST-100608,73,Female,2025-12-16,197,29,16,1165.55,65.25,3,1,0.062,1,3.8,0.476,0.174,Mobile App,1,0
CUST-100609,66,Female,2022-07-17,1445,115,4,71.5,18.67,2,3,0.75,2,1.0,0.271,0.331,Website,1,0
CUST-100610,65,Female,2024-08-09,691,3,21,690.77,31.24,4,5,0.238,0,3.7,0.841,0.0,Website,0,0
CUST-100611,44,Male,2026-02-28,123,34,18,1215.07,66.2,8,2,0.111,3,4.9,0.837,0.0,In-Store,1,0
CUST-100612,62,Male,2021-06-11,1846,15,11,763.08,67.55,6,2,0.182,2,3.3,0.235,0.233,Website,0,0
CUST-100613,39,Female,2026-01-31,151,71,7,320.84,46.1,2,0,0.0,3,2.1,0.34,0.445,Mobile App,0,1
CUST-100614,57,Male,2025-04-22,435,1,17,1624.54,96.07,3,4,0.235,2,2.9,0.734,0.266,Website,0,0
CUST-100615,54,Female,2026-04-12,80,26,16,1173.87,65.46,7,0,0.0,1,2.7,0.886,0.393,In-Store,1,0
CUST-100616,32,Female,2023-11-16,958,5,13,1004.5,79.32,4,0,0.0,1,2.7,0.543,0.0,Website,0,0
CUST-100617,33,Male,2023-03-08,1211,15,8,341.92,47.1,1,3,0.375,3,1.5,0.144,0.523,Mobile App,0,0
CUST-100618,21,Other,2024-09-08,661,3,17,483.95,29.17,3,2,0.118,0,4.1,0.513,0.207,Website,1,0
CUST-100619,25,Female,2026-01-12,170,54,8,248.47,29.03,2,4,0.5,1,2.2,0.522,0.0,Mobile App,1,0
CUST-100620,42,Female,2025-10-16,258,1,20,838.13,42.22,3,2,0.1,1,4.2,0.791,0.261,Website,0,0
CUST-100621,45,Male,2021-05-20,1868,96,3,102.33,31.89,2,1,0.333,4,1.6,0.134,0.958,Website,0,1
CUST-100622,27,Male,2022-01-26,1617,9,3,85.44,30.89,3,3,1.0,1,1.0,0.286,0.63,Mobile App,0,1
CUST-100623,41,Female,2021-05-13,1875,21,6,134.42,21.86,3,3,0.5,3,1.9,0.114,0.521,Mobile App,0,0
CUST-100624,52,Female,2023-07-22,1075,3,19,917.89,43.55,7,3,0.158,0,4.4,0.702,0.122,Mobile App,0,0
CUST-100625,31,Male,2023-06-22,1105,31,20,436.6,21.64,6,2,0.1,1,4.3,0.775,0.157,In-Store,1,0
CUST-100626,37,Female,2022-03-06,1578,78,3,134.67,43.12,1,1,0.333,4,1.9,0.261,0.753,Website,0,0
CUST-100627,38,Female,2023-02-03,1244,3,15,307.4,19.45,4,1,0.067,3,3.2,0.721,0.196,Mobile App,1,0
CUST-100628,46,Female,2024-01-24,889,1,15,662.12,41.18,4,2,0.133,0,4.2,0.86,0.286,Website,0,0
CUST-100629,38,Female,2024-11-03,605,15,4,245.88,64.36,3,1,0.25,1,1.3,0.108,0.624,Website,0,0
CUST-100630,60,Female,2023-10-19,986,5,12,390.64,31.36,4,1,0.083,3,4.2,0.838,0.381,In-Store,0,0
CUST-100631,36,Male,2026-01-26,156,8,6,334.39,57.17,5,1,0.167,7,2.0,0.29,0.565,Website,1,0
CUST-100632,42,Male,2025-05-18,409,3,20,1070.59,55.34,7,4,0.2,1,5.0,1.0,0.127,Website,0,0
CUST-100633,39,Male,2022-06-10,1482,7,8,281.89,35.5,3,1,0.125,2,3.4,0.344,0.38,Mobile App,1,0
CUST-100634,28,Other,2021-09-25,1740,22,15,309.35,21.21,2,0,0.0,2,2.8,0.57,0.242,Mobile App,1,0
CUST-100635,57,Female,2025-11-13,230,24,11,923.44,97.87,1,3,0.273,2,1.9,0.331,0.505,Website,0,0
CUST-100636,31,Female,2025-11-23,220,47,4,319.12,74.38,1,1,0.25,1,1.3,0.378,0.353,Mobile App,0,0
CUST-100637,34,Male,2025-12-15,198,38,6,217.59,35.37,3,2,0.333,2,2.4,0.27,0.448,Mobile App,0,0
CUST-100638,63,Female,2022-02-23,1589,53,12,1096.37,102.51,3,0,0.0,2,3.1,0.687,0.307,Mobile App,0,0
CUST-100639,72,Male,2024-09-26,643,6,14,942.71,72.53,3,3,0.214,0,3.6,0.585,0.039,Mobile App,1,0
CUST-100640,56,Male,2024-08-27,673,55,13,893.03,66.48,6,3,0.231,1,4.3,0.86,0.185,Mobile App,0,0
CUST-100641,70,Female,2026-05-08,54,8,0,0.0,25.52,6,1,0.0,0,2.2,0.321,0.133,In-Store,1,0
CUST-100642,66,Female,2021-03-03,1946,24,17,1209.72,66.69,8,2,0.118,0,2.8,0.7,0.09,Mobile App,1,0
CUST-100643,45,Female,2024-01-28,885,30,18,1505.14,83.89,8,1,0.056,0,4.2,0.866,0.177,Website,1,0
CUST-100644,61,Female,2022-02-12,1600,27,11,623.86,51.4,7,0,0.0,2,4.4,0.645,0.264,Website,1,0
CUST-100645,36,Female,2022-08-07,1424,7,14,704.3,57.61,5,2,0.143,1,3.3,0.437,0.307,Website,0,0
CUST-100646,44,Female,2025-08-26,309,11,16,1067.87,64.55,5,5,0.312,1,3.8,0.56,0.093,Mobile App,0,0
CUST-100647,48,Male,2022-02-04,1608,70,5,426.36,88.69,1,2,0.4,3,2.4,0.215,0.635,Website,0,1
CUST-100648,72,Male,2023-06-13,1114,97,10,567.12,60.2,2,2,0.2,4,1.5,0.3,0.316,Website,0,1
CUST-100649,66,Male,2023-02-27,1220,1,7,503.98,63.54,3,1,0.143,1,2.8,0.406,0.46,Website,0,0
CUST-100650,45,Female,2025-05-03,424,56,7,436.41,56.21,2,4,0.571,2,2.6,0.29,0.608,Mobile App,1,0
CUST-100651,55,Female,2021-11-06,1698,78,9,847.76,104.07,3,1,0.111,2,3.0,0.484,0.0,Website,1,0
CUST-100652,29,Female,2021-05-23,1865,6,10,451.65,52.08,4,1,0.1,5,3.2,0.561,0.238,Website,0,0
CUST-100653,63,Female,2024-03-23,830,5,16,1124.74,63.32,1,1,0.062,0,5.0,1.0,0.0,Mobile App,0,0
CUST-100654,49,Male,2025-12-01,212,65,6,494.05,91.41,1,1,0.167,1,1.6,0.32,0.518,Website,0,0
CUST-100655,48,Female,2021-11-02,1702,9,14,630.52,39.91,3,2,0.143,1,2.0,0.517,0.159,Mobile App,0,0
CUST-100656,61,Female,2021-08-18,1778,9,10,1062.63,113.87,5,3,0.3,0,2.6,0.31,0.196,Mobile App,1,0
CUST-100657,54,Male,2023-09-08,1027,10,10,370.12,38.02,6,0,0.0,1,3.6,0.709,0.143,Mobile App,1,0
CUST-100658,22,Female,2023-04-18,1170,1,12,327.13,31.57,2,0,0.0,0,4.7,0.918,0.0,Mobile App,0,0
CUST-100659,34,Female,2025-03-19,469,45,10,649.73,64.25,4,2,0.2,4,1.7,0.288,0.404,Mobile App,1,0
CUST-100660,28,Female,2026-01-20,162,76,4,134.58,37.11,1,2,0.5,5,1.5,0.015,0.664,In-Store,0,1
CUST-100661,59,Male,2021-04-29,1889,57,8,796.31,101.64,3,4,0.5,3,3.4,0.216,0.107,Mobile App,1,0
CUST-100662,20,Male,2023-10-24,981,39,7,1043.88,132.46,2,2,0.286,0,3.2,0.486,0.251,Mobile App,1,0
CUST-100663,29,Female,2024-12-07,571,29,3,89.18,32.11,5,5,1.0,0,1.1,0.234,0.351,Website,0,0
CUST-100664,52,Male,2022-09-05,1395,144,7,223.74,30.72,1,1,0.143,2,2.9,0.446,0.358,Website,1,0
CUST-100665,57,Male,2026-04-11,81,86,10,273.91,30.08,7,3,0.3,2,2.5,0.326,0.287,Website,0,0
CUST-100666,46,Male,2025-12-26,187,17,21,399.57,18.42,6,2,0.095,0,4.1,0.719,0.0,Website,0,0
CUST-100667,67,Female,2025-02-08,508,15,2,68.59,36.61,1,0,0.0,6,2.3,0.184,0.556,Website,0,1
CUST-100668,70,Female,2023-12-27,917,38,12,1038.61,82.08,2,2,0.167,0,1.9,0.498,0.83,Website,0,0
CUST-100669,25,Male,2024-06-09,752,1,18,1281.73,65.86,3,3,0.167,1,3.3,0.602,0.212,Mobile App,1,0
CUST-100670,72,Female,2025-05-28,399,45,19,955.82,45.15,4,0,0.0,1,2.6,0.373,0.156,Website,0,0
CUST-100671,53,Male,2024-07-09,722,16,19,1328.71,62.13,1,3,0.158,2,4.1,0.676,0.036,Website,1,0
CUST-100672,54,Male,2024-08-13,687,5,9,218.99,26.38,4,4,0.444,1,2.8,0.649,0.481,Mobile App,0,0
CUST-100673,23,Female,2023-08-03,1063,40,8,369.41,51.96,3,3,0.375,1,2.5,0.591,0.217,Mobile App,0,0
CUST-100674,53,Male,2023-05-20,1138,3,7,342.96,56.67,2,1,0.143,3,2.2,0.292,0.687,Mobile App,0,0
CUST-100675,59,Male,2021-08-27,1769,151,13,761.85,54.97,3,1,0.077,0,2.3,0.571,0.062,Mobile App,0,0
CUST-100676,51,Male,2022-01-24,1619,7,9,293.97,36.05,1,0,0.0,0,2.5,0.448,0.411,Mobile App,0,0
CUST-100677,22,Female,2024-11-03,605,122,4,154.39,35.41,1,0,0.0,1,2.3,0.215,0.553,Website,1,1
CUST-100678,47,Male,2021-07-19,1808,49,5,392.6,68.91,6,0,0.0,3,2.0,0.438,0.514,Website,0,0
CUST-100679,71,Male,2023-08-11,1055,16,9,537.38,66.76,1,0,0.0,2,1.2,0.369,0.548,Mobile App,0,0
CUST-100680,59,Male,2025-05-28,399,107,10,175.97,18.82,2,3,0.3,3,1.1,0.375,0.476,Mobile App,1,1
CUST-100681,25,Male,2024-07-31,700,2,10,188.15,18.68,4,3,0.3,1,2.4,0.261,0.574,Mobile App,1,0
CUST-100682,72,Male,2022-06-01,1491,22,8,996.01,127.15,1,0,0.0,2,3.6,0.354,0.215,Website,0,0
CUST-100683,72,Female,2021-12-26,1648,23,3,168.87,57.57,2,2,0.667,4,1.9,0.235,0.316,Mobile App,0,1
CUST-100684,27,Female,2024-05-25,767,39,13,654.91,55.05,4,1,0.077,0,4.1,0.825,0.116,In-Store,1,0
CUST-100685,63,Female,2025-07-26,340,31,17,620.81,32.7,3,0,0.0,2,1.7,0.582,0.495,Mobile App,0,0
CUST-100686,41,Male,2025-05-19,408,1,5,224.08,42.5,1,4,0.8,2,2.0,0.239,0.555,Website,1,0
CUST-100687,51,Male,2025-11-10,233,47,5,167.9,37.47,1,1,0.2,2,1.4,0.33,0.546,Mobile App,1,0
CUST-100688,43,Male,2022-08-25,1406,39,7,490.99,82.39,2,1,0.143,4,1.8,0.087,0.419,Website,1,0
CUST-100689,62,Female,2023-09-15,1020,5,22,1910.09,80.48,8,2,0.091,1,5.0,1.0,0.127,Mobile App,0,0
CUST-100690,74,Male,2023-12-26,918,14,11,545.71,58.04,3,1,0.091,2,1.7,0.367,0.108,Website,0,0
CUST-100691,63,Male,2022-10-17,1353,37,9,538.66,53.72,4,2,0.222,0,4.9,0.458,0.231,In-Store,0,0
CUST-100692,71,Female,2021-12-12,1662,43,4,254.39,63.04,1,4,1.0,9,1.0,0.0,0.515,In-Store,1,0
CUST-100693,71,Male,2022-02-15,1597,33,8,481.78,53.34,3,1,0.125,1,2.9,0.386,0.303,Website,1,0
CUST-100694,23,Male,2025-09-04,300,21,19,1416.69,68.94,6,2,0.105,2,5.0,0.843,0.041,Mobile App,0,0
CUST-100695,32,Male,2023-03-28,1191,61,9,963.4,95.72,5,0,0.0,3,2.4,0.145,0.495,Mobile App,0,0
CUST-100696,59,Female,2021-08-28,1768,9,23,1194.63,48.4,3,1,0.043,0,3.3,0.55,0.177,In-Store,1,0
CUST-100697,51,Male,2022-03-30,1554,25,10,337.28,32.97,2,3,0.3,1,2.4,0.3,0.585,Website,0,0
CUST-100698,20,Male,2024-08-22,678,25,12,584.33,53.99,2,2,0.167,0,1.9,0.605,0.0,Mobile App,0,0
CUST-100699,23,Male,2024-04-19,803,38,16,654.14,38.27,3,2,0.125,2,3.4,0.726,0.439,Mobile App,1,0
CUST-100700,47,Male,2021-08-13,1783,3,10,243.36,23.68,3,1,0.1,1,3.5,0.496,0.277,Mobile App,0,0
CUST-100701,53,Other,2026-03-29,94,32,5,142.98,28.99,2,1,0.2,2,1.9,0.417,0.533,Mobile App,0,0
CUST-100702,27,Female,2023-08-01,1065,8,18,1629.43,88.96,4,3,0.167,0,3.5,0.694,0.096,Mobile App,0,0
